participant_id,participant_longitude,participant_latitude,participant_zip_code,participant_city,participant_state,age,gender,hispanic_or_latino,race,race_self_identify_text,education_level,languages_home,languages_home_other,last_flood_experience,flood_preparation_actions,flood_response_actions,flood_map_experience,flood_map_experience_other,selected_folder,selected_image,image_longitude,image_latitude,image_zip_code,image_city,image_state,flood_risk_severity,flood_frequency,flood_risk_understanding,confidence_in_map,likely_to_buy_property,likely_to_rent_property,likely_to_buy_insurance,likely_to_take_preventive_actions,use_flood_maps_frequency,ease_of_interpretation,additional_comments
712,-79.0425,43.1139,77002,Houston,Texas,35 to 44   ,Male,No,White ,,Master’s degree  ,English ,,2020,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,historical_images,location_175,-95.1155433,29.5067404,77573,League City,Texas,Moderate,"Based on the map, the flood risk in the area appears to be moderate; the area is likely to experience flooding once every few years (potentially every 5-10 years) based on the coloration indicating a moderate flood risk zone, with the most susceptible areas being near the river banks and low-lying regions.",Moderately well,Somewhat confident,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Sometimes,Somewhat easy,good
712,-79.0425,43.1139,77002,Houston,Texas,35 to 44   ,Male,No,White ,,Master’s degree  ,English ,,2020,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,historical_images,location_58,-95.1213862,37.1649035,67356,Oswego,Kansas,Moderate,once every once,Moderately well,Slightly confident,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Sometimes,Somewhat easy,good
713,-97.822,37.751,63136,Saint Louis,Missouri,35 to 44   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2017,"Stocked up on food, water, and emergency supplies,Installed flood barriers or sandbags,Monitored weather reports and flood warnings","Evacuated from the area,Moved to a shelter or safe location,Used a generator or backup power supply,Stayed inside and monitored flood updates","No, I do not have any previous experience ",,google_maps,location_151,-87.6870516,38.3552016,47670,Princeton,Indiana,Moderate,5 years,Moderately well,Somewhat confident,Neither likely nor unlikely,Somewhat unlikely,Neither likely nor unlikely,Somewhat likely,Sometimes,Neither easy nor difficult,no
713,-97.822,37.751,63136,Saint Louis,Missouri,35 to 44   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2017,"Stocked up on food, water, and emergency supplies,Installed flood barriers or sandbags,Monitored weather reports and flood warnings","Evacuated from the area,Moved to a shelter or safe location,Used a generator or backup power supply,Stayed inside and monitored flood updates","No, I do not have any previous experience ",,google_maps,location_197,-83.229017,42.4100396,48219,Detroit,Michigan,Moderate,2years,Slightly well,Somewhat confident,Neither likely nor unlikely,Somewhat unlikely,Somewhat likely,Neither likely nor unlikely,Sometimes,Somewhat difficult,no
714,-122.3004,47.4902,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2022,"Secured important documents and valuables,Installed flood barriers or sandbags","Contacted emergency services or authorities,Used a generator or backup power supply","Yes, academically (e.g., as part of a course or research project) ",,historical_images,location_42,-84.429239,33.821872,30327,Atlanta,Georgia,Low,2 years,Moderately well,Somewhat confident,Somewhat likely,Very likely,Somewhat likely,Neither likely nor unlikely,Sometimes,Somewhat easy,very nice
714,-122.3004,47.4902,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2022,"Secured important documents and valuables,Installed flood barriers or sandbags","Contacted emergency services or authorities,Used a generator or backup power supply","Yes, academically (e.g., as part of a course or research project) ",,historical_images,location_125,-123.0108092,38.4677471,95462,Monte Rio,California,Moderate,1 years,Moderately well,Very confident,Somewhat likely,Somewhat unlikely,Neither likely nor unlikely,Somewhat likely,Rarely,Somewhat easy,very nice
715,-97.822,37.751,91103,Pasadena,California,55 to 64   ,Female,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2020,"Stocked up on food, water, and emergency supplies","Moved to a shelter or safe location,Relocated valuables to safer areas","Yes, academically (e.g., as part of a course or research project) ",,fema,location_60,-85.3841379,38.7337727,47250,Madison,Indiana,High,2 YEARS,Very well,Very confident,Somewhat likely,Very likely,Somewhat likely,Very likely,Often,Extremely difficult,FIND HELP
715,-97.822,37.751,91103,Pasadena,California,55 to 64   ,Female,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2020,"Stocked up on food, water, and emergency supplies","Moved to a shelter or safe location,Relocated valuables to safer areas","Yes, academically (e.g., as part of a course or research project) ",,fema,location_82,-70.2557628,44.2556139,4282,Turner,Maine,Low,1 YEAR,Moderately well,Not at all confident,Somewhat unlikely,Somewhat likely,Neither likely nor unlikely,Very likely,Often,Somewhat easy,FIND MORE INFORMATION
716,-73.9405,40.6472,92883,Corona,California,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,"English ,Spanish ",,2017,"Installed flood barriers or sandbags,Created an emergency plan with family or household members","Assisted neighbors or community members,Used a generator or backup power supply","Yes, academically (e.g., as part of a course or research project) ",,noaa,location_40,-89.821687,37.896133,62233,Chester,Illinoise,Low,3,Moderately well,Very confident,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat unlikely,Somewhat unlikely,Sometimes,Neither easy nor difficult,
716,-73.9405,40.6472,92883,Corona,California,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,"English ,Spanish ",,2017,"Installed flood barriers or sandbags,Created an emergency plan with family or household members","Assisted neighbors or community members,Used a generator or backup power supply","Yes, academically (e.g., as part of a course or research project) ",,noaa,location_221,-122.586455,48.844629,98248,Ferndale,Washington,Moderate,2,Moderately well,Somewhat confident,Somewhat unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat unlikely,Rarely,Neither easy nor difficult,
717,-97.822,37.751,77010,Houston,Texas,35 to 44   ,Male,No,American Indian or Alaska Native  ,,Bachelor’s degree (4-year college)  ,English ,,2022,"Stocked up on food, water, and emergency supplies,Created an emergency plan with family or household members","Evacuated from the area,Contacted emergency services or authorities","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,fema,location_252,-76.304171,36.896899,23508,Norfolk,Virginia,Moderate,few years,Very well,Somewhat confident,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,Somewhat likely,Sometimes,Somewhat easy,good
717,-97.822,37.751,77010,Houston,Texas,35 to 44   ,Male,No,American Indian or Alaska Native  ,,Bachelor’s degree (4-year college)  ,English ,,2022,"Stocked up on food, water, and emergency supplies,Created an emergency plan with family or household members","Evacuated from the area,Contacted emergency services or authorities","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,fema,location_121,-95.3978203,29.7742558,77007,Houston,Texas,Moderate,few years,Very well,Somewhat confident,Somewhat unlikely,Neither likely nor unlikely,Somewhat likely,Somewhat likely,Rarely,Neither easy nor difficult,good
718,-97.822,37.751,19120,Philadelphia,Pennsylvania,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2018,Installed flood barriers or sandbags,Moved to a shelter or safe location,"Yes, academically (e.g., as part of a course or research project) ",,google_maps,location_223,-91.657588,41.960813,52404,Cedar Rapids,Iowa,Moderate,2,Moderately well,Somewhat confident,Somewhat likely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Often,Somewhat difficult,"I don’t have the capability to view maps or any specific images. However, if you describe the map or ask specific questions related to it, I can certainly provide insights or comments based on your description!"
718,-97.822,37.751,19120,Philadelphia,Pennsylvania,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2018,Installed flood barriers or sandbags,Moved to a shelter or safe location,"Yes, academically (e.g., as part of a course or research project) ",,google_maps,location_30,-96.776643,46.872937,56562,Moorhead,Minnesota,Moderate,2,Moderately well,Somewhat confident,Somewhat likely,Somewhat likely,Neither likely nor unlikely,Very likely,Sometimes,Somewhat difficult,"I don’t have access to specific information or maps you may be referring to. However, if you provide details about the map, such as its purpose, content, or any particular areas of focus, I can offer general observations, insights, or considerations that might be relevant. Please share more about the map!"
719,-97.822,37.751,60050,Mchenry,Illinois,35 to 44   ,Female,Yes,White ,,Bachelor’s degree (4-year college)  ,English ,,2024,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location","Yes, personally (e.g., for personal interest or home planning) ",,fema,location_161,-117.2519691,32.7489622,92107,San Diego,California,High,once every 2 years,Slightly well,Slightly confident,Very unlikely,Somewhat unlikely,Very likely,Very likely,Often,Neither easy nor difficult,good
719,-97.822,37.751,60050,Mchenry,Illinois,35 to 44   ,Female,Yes,White ,,Bachelor’s degree (4-year college)  ,English ,,2024,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location","Yes, personally (e.g., for personal interest or home planning) ",,fema,location_143,-91.5204525,29.7886193,70538,Franklin,Louisiana,Moderate,once 3 years,Not well at all,Not at all confident,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Often,Somewhat difficult,good
720,-97.822,37.751,99502,Anchorage,Alaska,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2015,"Stocked up on food, water, and emergency supplies,Installed flood barriers or sandbags,Monitored weather reports and flood warnings","Evacuated from the area,Moved to a shelter or safe location,Relocated valuables to safer areas","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,google_maps,location_197,-83.229017,42.4100396,48219,Detroit,Michigan,Moderate,once every 2 years,Very well,Somewhat confident,Very likely,Very likely,Somewhat likely,Neither likely nor unlikely,Often,Somewhat easy,nothing
720,-97.822,37.751,99502,Anchorage,Alaska,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2015,"Stocked up on food, water, and emergency supplies,Installed flood barriers or sandbags,Monitored weather reports and flood warnings","Evacuated from the area,Moved to a shelter or safe location,Relocated valuables to safer areas","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,google_maps,location_41,-89.833799,37.904368,62259,Chester,Illinoise,Moderate,once every 3 year,Slightly well,Extremely confident,Neither likely nor unlikely,Very likely,Neither likely nor unlikely,Very likely,Often,Somewhat easy,nothing
